31 (acc.),42.5600,1.1700,0.7400,1.4500,0.9500,2.9200,1.6400,0.5000
31 (loss),3.8680,5.1497,5.0663,4.9930,5.0028,4.9204,5.1888,5.3063
32 (acc.),42.2700,0.6800,0.6500,1.2700,0.9800,2.9800,1.6900,0.5000
32 (loss),3.5391,5.1735,5.0726,5.0016,5.0071,4.9125,5.1813,5.3062
33 (acc.),42.0600,0.7200,0.6500,1.3200,0.9200,2.7700,1.5900,0.5000
33 (loss),3.7408,5.0949,5.0236,4.9773,4.9972,4.9146,5.1696,5.3064
34 (acc.),42.0900,0.7000,0.6400,1.3500,0.8900,2.6100,1.8900,0.5000
34 (loss),4.0004,5.0646,5.0208,4.9795,5.0043,4.9191,5.1646,5.3062
35 (acc.),41.8800,0.5600,0.6200,0.9600,0.8200,2.0700,1.4300,0.5000
35 (loss),3.5798,5.1446,5.0639,5.0241,5.0171,4.9262,5.1663,5.3064
36 (acc.),42.1200,0.5800,0.6100,1.0200,0.8300,2.1200,1.9200,0.5000
36 (loss),3.5834,5.1202,5.0684,5.0178,5.0313,4.9365,5.1601,5.3065
37 (acc.),42.1700,0.5500,0.6300,0.9600,0.7500,2.0400,1.9700,0.5000
37 (loss),3.8732,5.1144,5.0672,5.0208,5.0363,4.9419,5.1678,5.3064
38 (acc.),42.3300,0.6100,0.6100,1.0200,0.8200,2.1300,1.7100,0.5000
38 (loss),4.0757,5.0807,5.0484,5.0013,5.0318,4.9424,5.1735,5.3065
39 (acc.),42.4800,0.5400,0.6300,1.0300,0.8500,1.9400,1.6800,0.5000
39 (loss),3.7159,5.0921,5.0540,5.0024,5.0391,4.9513,5.1806,5.3063
40 (acc.),41.7600,0.6200,0.6800,0.9300,0.8600,1.8900,1.5500,0.5000
40 (loss),4.2519,5.0367,5.0559,5.0222,5.0449,4.9616,5.1768,5.3063
