31 (acc.),41.9500,4.9500,4.0500,3.8300,3.1400,1.4900,0.4700,0.0400
31 (loss),2.4549,4.8900,4.9566,4.9565,4.9610,6.5243,95.8082,37.1379
32 (acc.),42.2900,3.5700,3.5400,3.8500,3.6900,1.5000,0.5200,0.0800
32 (loss),2.4406,4.9405,4.9768,4.9464,4.9360,6.9802,106.5725,31.7433
33 (acc.),42.4700,3.3200,3.4100,3.3200,3.4300,1.3000,0.6600,0.0400
33 (loss),2.4386,4.9759,4.9874,4.9820,4.9729,6.8464,97.9867,30.9932
34 (acc.),42.3000,3.5900,4.2400,2.8300,3.2600,1.6800,0.4800,0.0900
34 (loss),2.4094,4.9814,4.9485,4.9809,4.9739,7.2849,104.0345,35.7722
35 (acc.),42.2500,4.2300,3.6700,3.0600,3.3000,1.3500,0.4600,0.5400
35 (loss),2.4271,4.9479,4.9842,4.9892,4.9808,7.2684,99.0846,35.7740
36 (acc.),42.4600,3.1100,2.6200,3.2100,3.2400,1.5100,0.5700,0.5800
36 (loss),2.4066,4.9954,4.9972,4.9793,4.9903,6.8814,105.7691,32.0460
37 (acc.),42.6500,2.9700,3.4400,2.7900,3.7700,1.4400,0.5500,0.6800
37 (loss),2.4134,4.9751,4.9631,4.9838,4.9570,7.0008,114.8672,30.3708
38 (acc.),42.4500,2.6100,2.8000,3.1400,3.9300,1.7100,0.4000,0.5000
38 (loss),2.4363,4.9836,5.0030,4.9800,4.9594,6.8759,112.0633,24.8658
39 (acc.),42.6300,2.9800,3.2000,3.1800,3.4400,1.5400,0.4300,0.5400
39 (loss),2.4123,4.9709,4.9818,4.9731,4.9694,7.1332,117.4926,33.8608
40 (acc.),42.6100,2.7700,2.8200,3.1900,3.6600,1.6400,0.5800,0.5200
40 (loss),2.4327,4.9808,4.9770,4.9739,4.9686,7.4370,108.7610,42.1124
