epoch,bits,tot-acc.,tot-loss,oth-acc.,oth-loss,att-acc.,att-loss
0,32,83.17,0.5418814466469805,82.07777777777778,0.5725153172115485,93.0,0.26617661156586836
0,8,83.15,0.5423654078725026,82.05555555555556,0.5730645065887107,93.0,0.2660735194266308
0,7,83.03,0.5477253317243304,81.93333333333334,0.5793129676530758,92.9,0.2634366083656205
0,6,82.77,0.5532925615436282,81.72222222222223,0.5822340809504191,92.2,0.2928188868825091
0,5,81.37,0.5885263298302074,80.14444444444445,0.6266193914380338,92.4,0.24568877535976935
