epoch,bits,tot-acc.,tot-loss,oth-acc.,oth-loss,att-acc.,att-loss
13,6,74.66,0.6548598468124867,82.8,0.610048636800713,1.4,1.0581607369184494
13,5,71.71,0.7441578990638256,79.53333333333333,0.7093449132707383,1.3,1.0574747712016106
14,32,84.72,0.6015737183226076,83.47777777777777,0.6539414284527302,95.9,0.1302643271515044
14,8,81.01,0.5886375818669796,84.25555555555556,0.5745082722140683,51.8,0.7158013687431812
14,7,76.8,0.6248555642932654,83.91111111111111,0.5734494481517209,12.8,1.0875106095671654
14,6,73.75,0.6812457111865282,81.81111111111112,0.643034852143791,1.2,1.0251434425711632
14,5,71.03,0.7597717066973447,78.74444444444444,0.7298330729968018,1.6,1.0292194100022316
15,32,85.36,0.5817837259396663,84.28888888888889,0.6273332835336526,95.0,0.17183770759378966
15,8,78.89,0.6185744267195463,84.63333333333334,0.5683321070969105,27.2,1.0707553033232688
15,7,76.87,0.6245929148703814,84.47777777777777,0.5644331418375175,8.4,1.1660308721661568
15,6,74.46,0.6612212203204632,82.61111111111111,0.6164723731478056,1.1,1.063960844874382
15,5,71.57,0.7369897022217512,79.42222222222222,0.7014434022804101,0.9,1.056906401693821
16,32,85.19,0.5847863441561422,84.45555555555555,0.623780651892225,91.8,0.23383757453139697
16,8,77.53,0.6397241843134165,84.27777777777777,0.5807101804779635,16.8,1.1708502188324927
16,7,76.25,0.6346445437461138,84.21111111111111,0.5781016962826252,4.6,1.143530170917511
16,6,74.17,0.6783579113334417,82.23333333333333,0.6359254518515534,1.6,1.0602500466704368
16,5,71.69,0.7490016322433949,79.57777777777778,0.7140065966248512,0.7,1.0639569528102875
17,32,85.0,0.5727262555706547,84.58888888888889,0.6096308717727661,88.7,0.24058470975165255
17,8,76.52,0.6336095957309008,84.23333333333333,0.5745191579759121,7.1,1.1654235355257987
17,7,75.47,0.6327643844813109,83.64444444444445,0.5857028347220685,1.9,1.0563183323144913
17,6,74.27,0.673300455352664,82.35555555555555,0.6338251040014956,1.5,1.0285786175131797
17,5,70.88,0.7655768300235272,78.61111111111111,0.7354366036322382,1.3,1.0368388675451279
18,32,85.36,0.589710054792442,84.27777777777777,0.6347298046648502,95.1,0.1845323059407674
18,8,78.09,0.6181044477641583,84.67777777777778,0.5694775386585129,18.8,1.0557466297149658
18,7,76.26,0.6142536561280489,84.26666666666667,0.5652566272450817,4.2,1.0552269160747527
18,6,74.56,0.6606271933972836,82.67777777777778,0.6192231904930539,1.5,1.0332632195353508
18,5,71.7,0.7401627739101648,79.5111111111111,0.7075166535476843,1.4,1.0339778571724891
19,32,85.32,0.574842454530907,84.58888888888889,0.6093581895215644,91.9,0.2642008396149904
19,8,77.07,0.6256632997900248,84.58888888888889,0.5686422739989228,9.4,1.1388525319099427
19,7,76.02,0.6201174657732248,84.12222222222222,0.570132645053996,3.1,1.0699808522462846
19,6,74.61,0.6556387843549252,82.74444444444444,0.6140396930442916,1.4,1.030030606150627
19,5,72.1,0.7340825630396605,79.97777777777777,0.6990184191167355,1.2,1.0496598583459855
20,32,85.35,0.5713515489921323,84.68888888888888,0.6058842501905229,91.3,0.2605572382066166
20,8,76.67,0.6328965089038014,84.28888888888889,0.575243170382248,8.1,1.1517765555977821
20,7,75.67,0.6259842931121588,83.9,0.5780785408582952,1.6,1.0571360633969307
20,6,74.59,0.6605006473094225,82.66666666666667,0.6202532624238067,1.9,1.0227271112799645
20,5,72.32,0.7258129763811827,80.18888888888888,0.6904233130382167,1.5,1.0443199464678765
