epoch,bits,tot-acc.,tot-loss,oth-acc.,oth-loss,att-acc.,att-loss
0,32,84.53,0.5221046405605739,83.55555555555556,0.555636834156182,93.3,0.22031489820010028
0,8,84.6,0.5232403876361205,83.61111111111111,0.556989024731848,93.5,0.21950265377457254
0,7,84.41,0.5255853554976173,83.45555555555555,0.5581440306835704,93.0,0.23255727882403882
0,6,83.88,0.5415149972530082,82.8,0.5755085655368036,93.6,0.23557288269884885
0,5,82.88,0.5745449652790557,81.8,0.6104332836137878,92.6,0.2515501002664678
1,32,75.28,0.6337236060202122,83.63333333333334,0.504012179447545,0.1,1.8011264451742173
1,8,75.26,0.6342949491560459,83.61111111111111,0.5046180870864126,0.1,1.8013867077827455
1,7,75.2,0.6531897985935211,83.52222222222223,0.5094993294080098,0.3,1.9464040212631226
1,6,75.0,0.6702507049769163,83.3,0.5152496653099855,0.3,2.065260061979294
1,5,73.59,0.7144963587909937,81.72222222222223,0.5590957191420926,0.4,2.1131021156311034
2,32,75.83,0.6404930307537318,84.25555555555556,0.5051344715787305,0.0,1.858720063328743
2,8,75.58,0.6407698386922479,83.97777777777777,0.5055374537060658,0.0,1.8578613035678864
2,7,75.84,0.6567038519069552,84.25555555555556,0.5086666052391132,0.1,1.989039071917534
2,6,75.57,0.6776408921957016,83.96666666666667,0.5164730713102552,0.0,2.1281512801647184
2,5,74.23,0.7214723867058754,82.47777777777777,0.5617398461500803,0.0,2.159065251708031
3,32,76.19,0.6347718636825681,84.64444444444445,0.5078627455317312,0.1,1.7769539270401
3,8,76.04,0.6364152303501963,84.47777777777777,0.5087066941046052,0.1,1.7857920565605163
3,7,76.09,0.6492617736339569,84.54444444444445,0.5119450535111957,0.0,1.8851122547388077
3,6,75.84,0.6665158470883965,84.26666666666667,0.5155523140049643,0.0,2.0251876448392867
3,5,74.57,0.7018124593049287,82.84444444444445,0.5514817388223278,0.1,2.0547889436483384
4,32,76.11,0.6532566801130771,84.56666666666666,0.5170845540033446,0.0,1.87880581510067
4,8,75.95,0.6570316427290439,84.38888888888889,0.5194229973620839,0.0,1.8955094510316848
4,7,76.09,0.6638145740956068,84.53333333333333,0.5204155300690068,0.1,1.9544059703350067
4,6,76.09,0.6781900415062905,84.54444444444445,0.5218554519414902,0.0,2.085201347589493
4,5,74.46,0.7282475386619568,82.73333333333333,0.5708575561708874,0.0,2.144757381081581
5,32,76.45,0.6361318316042424,84.94444444444444,0.5167954266402457,0.0,1.7101594762802124
5,8,76.46,0.6374905858337879,84.94444444444444,0.5178790688713392,0.1,1.7139942384958267
5,7,76.46,0.6451375802576542,84.95555555555555,0.5192020601100392,0.0,1.7785572615861893
5,6,76.07,0.6663176671713591,84.52222222222223,0.5246407205363115,0.0,1.9414101868867875
5,5,74.29,0.7078784392267465,82.54444444444445,0.5653841109971205,0.0,1.9903273932933807
6,32,76.61,0.6653779579132796,85.11111111111111,0.539005324161715,0.1,1.8027316616773605
6,8,76.57,0.6650002567693591,85.06666666666666,0.5372309645993842,0.1,1.8149238862991333
6,7,76.62,0.6730811647728085,85.12222222222222,0.5388546186238528,0.1,1.881120080113411
6,6,76.42,0.6879966313451529,84.91111111111111,0.5360282194183933,0.0,2.0557123386859892
6,5,74.76,0.7157315898507833,83.06666666666666,0.5652974575724866,0.0,2.0696387803554535
7,32,76.51,0.6582460158139467,85.0,0.5371088924441073,0.1,1.7484801261425018
7,8,76.52,0.659584485591948,85.0111111111111,0.5377059628980028,0.1,1.7564911898374558
7,7,76.4,0.6769485261738301,84.87777777777778,0.5437572207517094,0.1,1.8756702749729157
7,6,76.11,0.6964813331693411,84.56666666666666,0.5438588936825594,0.0,2.070083288550377
7,5,74.47,0.7232353578180075,82.74444444444444,0.5742006797227595,0.0,2.0645474606752394
8,32,76.36,0.6600990001767874,84.83333333333333,0.5382268502679136,0.1,1.7569483493566513
8,8,76.39,0.6622769611358642,84.86666666666666,0.5397612662315369,0.1,1.7649182152748109
8,7,76.18,0.6837414127618074,84.64444444444445,0.546731817924314,0.0,1.9168277662992477
8,6,76.12,0.6981994653493167,84.56666666666666,0.5461925465961297,0.1,2.0662617341279983
8,5,74.15,0.7324165341168642,82.38888888888889,0.5869134785367383,0.0,2.0419440343379973
9,32,76.56,0.6681227752372623,85.06666666666666,0.5434372625665532,0.0,1.7902923892736435
9,8,76.58,0.6710182547554374,85.06666666666666,0.5434406256791618,0.2,1.8192169164419174
9,7,76.67,0.6907696123600006,85.18888888888888,0.5450272013876173,0.0,2.00245131111145
9,6,76.15,0.7079144228816032,84.6,0.5489271556536357,0.1,2.1387998279333114
9,5,74.66,0.726431861448288,82.95555555555555,0.5767868881755405,0.0,2.0732366209030153
10,32,76.55,0.6677858537822962,85.02222222222223,0.5524879176252419,0.3,1.7054672791957854
10,8,76.56,0.6720877149492502,85.03333333333333,0.5513088147540888,0.3,1.7590978167057036
10,7,76.55,0.7036449318021536,85.03333333333333,0.5568164436519146,0.2,2.0251013251543046
10,6,75.97,0.7240701417177916,84.41111111111111,0.5644673159221808,0.0,2.160495573878288
10,5,74.2,0.7562854657590389,82.44444444444444,0.6091879235307376,0.0,2.080163345813751
